Date,Title,Article_Link,Article
31.1.2017,Court sentences man to nine years in prison for dozens of child sex crimes,https://yle.fi/uutiset/9433317,"The court sentenced the 32 year-old defendant to 9.5 years in prison for convictions on one count of aggravated child sexual abuse, 29 counts of child sexual abuse and three counts of sexual abuse. Petri Joonas Ylönen has been in prison since April 2015 and remained in detention during his court hearing.   The court heard that the man used different online discussion forums to befriend young girls under the age of 16. The defendant’s sentence also reflected convictions for six counts of distributing indecent sexual images and 25 counts of possession of indecent sexual images of children. The man was also ordered to pay a total of 98,000 euros compensation to 28 plaintiffs for suffering he caused them. A psychiatric evaluation found that the man was criminally responsible for his actions."
13.1.2019,Helsinki police detain three on suspicion of child sex offences,https://yle.fi/uutiset/10594230,"Helsinki police said Sunday that they had held three men on Saturday evening on suspicion of aggravated child sexual abuse and aggravated rape. However they did not specify whether or not both of the offences applied to all of the suspects, who reportedly have foreign backgrounds. Officials said they are investigating a series of offences they believe took place during the past two months at an eastern Helsinki residence, however they declined to disclose the number of alleged victims as well as their ages. Finnish news agency STT previously reported that the men were held in Helsinki’s Roihuvuori district, however police did not confirm this information to Yle but said that the operation took place in eastern Helsinki. On Saturday night STT said that police raided a home in Roihuvuori and that officials at the time said that the operation related to a previous investigation. The police raid was first reported by tabloid Ilta-Sanomat. Police said that they would not provide any further updates on the case at this stage. Police in Oulu are investigating several cases of suspected child sexual abuse, the first of which came to light late last year. No charges have yet been laid in those cases. Since the investigations came to light there have been repeated calls for dual nationals convicted of serious crimes to be stripped of Finnish citizenship. On Saturday President Sauli Niinistö said that it is ""unacceptable"" that more cases of suspected child sexual abuse had been uncovered in Oulu. ""It is unacceptable that some people who have asked for and even received asylum from us have brought evil here and created [a sense of] insecurity here,"" the President said in a statement. He added that the right to personal integrity is among the values on which Finnish society is based and with which everyone should comply. ""As I said in connection with the previous suspects, the actions in Oulu have shocked us because of their inhumanity. This was compounded by the fact that they targeted children,"" he added. However Niinistö noted that migrants should be given a chance to settle in Finland. ""Even in the most sensitive matters we need an open and pragmatic discussion and should weigh decisions carefully. Problems must be addressed and solved. That is the right of all those people who want to adjust to our society, regardless of their background."" Edit: Updated at 11.31am to include comments by President Sauli Niinistö."
13.2.2019,Yet another suspected sexual abuse case in Oulu,https://yle.fi/uutiset/10644762,"Police in the northern Finnish city of Oulu said on Wednesday that they have uncovered yet another suspected sex crime against a minor. The case is being investigated as suspected aggravated rape and aggravated sexual abuse of a child. Police believe that the crime took place in a private flat in January, and that the victim was a 14-year-old girl. Police say the latest case came to light while they were investigating two other sex crimes believed to have occurred last weekend. That case, which was reported on Tuesday, centres on the suspected rape of two girls in an Oulu apartment.  One victim is described as being under age 16 and the other as under 18. Authorities say the victims knew each other. Police told Yle that social media did not play a role in these two cases, unlike other similar cases in the city in recent months.  Oulu District Court has remanded a man described as being ""of foreign background"" in pre-trial detention in connection with the crimes. Authorities say he may face charges including aggravated rape, aggravated sexual abuse of a child, assault and coercion.  According to Detective Superintendent Markus Kiiskinen, both investigations are in their early stages.  Since December, officials in Oulu have been probing about 10 cases in which men ""of foreign background"" are suspected of sex crimes against minors. In many of the cases, victims say they were approached via social media. Also on Wednesday, the district prosecutor charged a 22-year-old man ""of foreign background"" with aggravated rape and aggravated sexual abuse of a child. The assault against a 14-year-old girl is alleged to have occurred outdoors in the Tuira neighbourhood in the northern part of Oulu on 17 November. Another sex crime against a minor is believed to occurred on the same date in the same district. "
3.9.2019,"Tuesday's papers: Child grooming, Kela benefits delays and rain moves in",https://yle.fi/uutiset/10951873,"So far this year, residents have reported some 1,500 sexual offences against minors to the police, writes national daily Helsingin Sanomat. A quarter of the reported incidents are in the capital city region. The paper asks how it’s possible that some perpetrators are able to sexually abuse multiple young victims over long periods of time without being caught. Kirsi Porras, who has worked with sexually abused kids for 15 years at the Family Federation of Finland, told HS that abusers are master manipulators who are able to make victims feel special. Many also use secret-keeping as a way of keeping children quiet about abuse, particularly when the abuser plies underage victims with alcohol and drugs. Because of easy exposure to explicit content online, experts told HS that parents need to have frank discussions with their children about what's appropriate on social media when they get their own devices--if not before. Leena Salovartio at the Prosecutor General's Office meanwhile pointed to a lack of resources when it comes to crimes against children. ""Everyone has a heart when it comes to these matters but that doesn't translate into funding or more personnel,"" she said. Several news outlets, including online magazine Uusi Suomi, report on social insurer Kela's announcement of possible delays to benefits processing due to the postal worker strike. Kela pointed out that unemployment and income support benefits may be delayed, especially if claimants have sent in documents via mail. The strike that began on Sunday evening to protest pay cuts ends at midnight on Wednesday. Finland has basked in a sunny and summer-like start to September, but according to Ilta-Sanomat, many parts of the country will see rain in the coming days. Daytime highs around the country will still remain in a mild 15-20 degree Celsius range. With warm weather continuing into early September, this summer has brought more hot--or above 25-degree-weather--days than usual to most of the country, according to the the Finnish Meteorological Institute (FMI)."
11.1.2019,Oulu police probe four new cases of suspected under-age sex abuse,https://yle.fi/uutiset/10593090,"Police in Oulu said Friday that they have launched a preliminary investigation into four fresh cases of suspected sexual abuse of girls under the age of 15. The department added that four foreign background suspects have been held in connection with the case. The announcement follows a previous round of investigations last November in which eight immigrant-background men were detained on suspicion of committing five similar offences against underage girls. Police say that the suspected offences under consideration are currently rape, aggravated child sexual abuse and child sexual abuse. In a release issued on Friday, police said that the alleged offences took place during summer 2018. Law enforcement have held three foreign-background individuals in connection with the crimes. Police suspect four people of the alleged offences, two of whom are about 20 and two are minors. Police confirmed the death of one victim last year and said that no foul play was involved. However they declined any further comment on that matter, citing an ongoing investigation into the cause of death. Police said that they will continue the probe into the new reports as well as the five cases previously reported in November. So far no charges have been laid in relation to the suspected offences committed in November. Edit: Updated at 12.01am on 12 January to clarify that two of the suspects involved in the latest cases are adult men while the other two are minors."
20.12.2005,Drive To Block Online Child Porn,https://yle.fi/uutiset/5221410,"Transport and Communications Minister Susanna Huovinen says operators have expressed interest in voluntarily placing filters to prevent access to Internet sites featuring child porn. Huovinen says that blocking access would be quite legal. A task force set up by the Ministry has examined whether police have the right to give operators lists of suspected child porn sites. Operators have not wanted to determine themselves which sites would be banned. For example, Swedish and Danish Internet operators have installed filters. In Sweden, filters were installed in May and currently block up to 30,000 attempts to access child porn sites daily. In Finland, the Transport and Communications Ministry says that within a couple of months it will be taking the first concrete steps to encourage operators to block access to child porn sites. It still needs to look at how much filters would cost operators and what would be the best way technically to block access. The possession or distribution of child pornography is against the law in Finland. Just looking at such pictures on the internet is not illegal however"
18.12.2018,German police release suspect in Oulu underage sex abuse case after communication glitch,https://yle.fi/uutiset/10560310,"A 25-year-old man suspected of the sexual abuse of a girl under the age of 15 in Oulu, northwestern Finland, who was arrested in Germany last Tuesday is now reported to be at large. According to law enforcement officials in Oulu, the suspect was released by German police before he could be transferred to Finnish custody due to ""a breakdown in communication between authorities"".  Oulu District Court ordered the suspect to be reprimanded into custody in absentia on suspicion of aggravated sexual abuse of a minor and aggravated rape. Police have issued an international warrant for the man's arrest. Local police in Oulu are investigating five separate cases of sexual offences in which all of the suspected victims were minors.  Police previously announced one major investigation involving eight suspects all of whom came to Finland as quota refugees or asylum seekers. The suspect released by German police is one of eight men being investigated."
15.8.2019,"Thursday's papers: Unread crime reports, slot machines in hospitals, the sun returns",https://yle.fi/uutiset/10923217,"Finland's biggest selling daily Helsingin Sanomat carries a report on how police may have left up to 2,000 tip-offs about suspected sexual crimes against children unopened in an ""email inbox somewhere"".  According to HS, Finnish police were slow to react when people began reporting allegations or suspicions of online sex crimes against children a number of years ago, and did not allocate enough resources to properly deal with the sudden influx of reports. ""What happened in Finland was that when these things started to grow on the web a few years ago, those tips and messages were left somewhere in an email inbox. And we only had two people in the department who ever opened them,"" commissioner Sari Sarani of the police's cybercrimes unit told HS.  However, according to Sarani, the police's practices for recording warnings about the targeting of children online have now changed, with more staff than ever currently handling the reports and investigating of such cases.  Sarani also told HS that the police seek the public's assistance in tackling sexual crimes against children.  Tabloid Iltalehti reports on the decision by Finland's gaming monopoly Veikkaus to ""quietly"" remove eight slot machines from sites which may have been deemed inappropriate.  The gambling firm has been under considerable pressure recently to review the location of some of its machines, as a citizens' initiative calling for their removal from shops and kiosks has now garnered more than 25,000 signatures. According to IL, some of the vending machines which have now been removed were located in shops or cafes connected to hospitals and rehabilitation centres. The tabloid, in a previous report, had raised concerns that certain medications may contribute to gambling addiction.  Marko Peltokorpi, director of sales at Veikkaus, told IL that the firm is reviewing the practice of placing slot machines near hospitals, health clinics and rehabilitation centres.  ""Veikkaus' point of sale criteria state that slot machines should not be placed in premises where the clientele consists mainly of minors,"" Peltokorpi told the tabloid. ""This paragraph has now been interpreted as also extending to locations whose main clientele consists of the sick and elderly.""  HS's sister tabloid Ilta-Sanomat reports that the recent unsettled weather is expected to take a turn for the better, as a high pressure system will bring the sun back to Finland this weekend.  ""The eastern part of the country will be largely clear and sunny on Saturday,"" Iiris Viljamaa, a meteorologist at the Finnish Meteorological Institute tells IS. ""Temperatures should rise to at least 23-24 degrees Celsius.""  Central and southern areas can also expect similar conditions, according to Viljamaa, and she advises people to make the most of the mellow conditions while they last.  Immediately after the weekend, the wind, rain and unstable weather will return to Finland.  Therefore, the tabloid advises, this weekend is an ideal time to start picking mushrooms and berries in the rain-soaked forest, or even just to get outside and enjoy the sunshine, as it may be the last opportunity to do so this summer. "
9.6.2020,Jyväskylä man suspected of sexual abuse of 22 kids,https://yle.fi/uutiset/11391772,"The National Bureau of Investigation announced Tuesday that it had wrapped up a preliminary investigation into a series of child sex abuse cases involving 22 victims.  The NBI said in a statement on Tuesday that it had remanded a 41-year-old Jyväskylä resident into custody in connection with the case. Investigators said that the offences involved the use of social media but did not name the platforms the man used. The suspected offences allegedly occurred between 2018 and 2020. Police said that back in 2018, they received several leads about the suspected sexual abuse and began investigating the case in autumn 2019. In October police detained the man as the main suspect in the case. He was released in December and taken into custody once more in mid-April. ""No physical intercourse was suspected in the offences, nor are other persons under suspicion. The case involves the so-called 'grooming' phenomenon, which means approaching children online with sexual intentions,"" lead investigator Sanna Springare said in the statement. The NBI said that investigators cooperated with local police in Jyväskylä and that the case has now been referred to prosecutors in western Finland for consideration of charges."
22.9.2017,"Friday's papers: Child sex abuse, car free day and a two-time lottery winner",https://yle.fi/uutiset/9845528,"Helsingin Sanomat reports on a concerning issue it says hasn't been studied, but is familiar to every professional working with adolescents in Finland today: An uptick in people seeking to pay underage children to have sex. ""Young people are constantly being confronted with offers to buy sex,"" Anna Nuotio of the Exit NGO tells the paper. Exit is an organisation working to prevent the sexual abuse of young people. She says the problem has been a hot topic among teen help groups recently. Nuotio added that the issue should be discussed in terms of child sexual abuse, rather than prostitution. Kirsi Porras of the family welfare advocacy organisation Väestöliitto says their group is also aware of the issue, adding that it includes children as young as 12 or 13. Helsinki Police detective Teija Koskenmäki-Karaharju says online offers to buy sex are being made to children 10 and up. Child protection services have also been tipped off about human trafficking rings bringing underage children into Finland for forced prostitution. Sanna Teiro, head of the Helsinki child protection services' social services, tells HS that something like this was ""unheard of in Finland five years ago."" Most of the attempts to buy sex from underage children occur over the internet, but there are also attempts on the street – anywhere where young people gather in groups. Helsinki Police detective Jari Koski tells the paper that security guards often inform the police about adults that approach the children. Just like young people that hang out regularly in Helsinki know who they can contact if they want to buy drugs, someone in their network of acquaintances is likely to know who is willing to exchange money or alcohol for sex. The age of consent in Finland is 16, but attempts to buy sex from people under 18 are considered a crime under Finnish law. Most of the incidents under investigation by the police have taken place online, and have been uncovered by the police's own criminal investigation unit. ""We discover several cases a week when an active investigation is underway,"" Koskenmäki-Karaharju tells the paper. The tabloid Ilta-Sanomat reminds its readers that this Friday is World Car Free Day, when people are encouraged to leave their car at home for the day and use another form of transport. In Finland the day will be celebrated with various events throughout the country. In Helsinki, the HSL public transport company is offering tickets at a discount, while in Tampere, people can earn a free transit ticket for the day by reporting to the Koskikeskus square and participating in a bit of exercise. Car Free Day marks the end of European Mobility Week, which began on September 16. And Ilta-Sanomat's main competitor, the tabloid Iltalehti contains a story on an against-all-odds two-time lottery winner from Joensuu. The man, who wishes to remain anonymous, has won millions of euros twice in Finnish lotteries, once in the popular weekly Lotto game and again in the add-on game of Jokeri. The first time he won was two years ago, but his second stroke of good luck took place on Wednesday, when his Jokeri line of correct numbers won him the two million-euro jackpot. Finland's gambling monopoly Veikkaus' communications representative Pipsa Öhman tells IL that this is the first time in the company's 77-year history that something like this has happened. The lucky man sat for an interview with Veikkaus when he visited their office to collect his winnings. The press was not allowed to ask the man questions, as he wanted to protect his identity. ""I had the feeling after my first win that I might win again someday,"" he told the gaming operator. IL reports that the multi-millionaire still works two jobs. He told Veikkaus that after this latest win, he might take a half-year off. ""I enjoy my work and it gets people off my back about my wins,"" he explained. The business owner used his first winnings to pay off his debt, invest in his company and buy shares. He says he might use his new jackpot to build a new home. Veikkaus merged with the slot-machine association RAY and Fintoto, the betting company specialising in trotting competitions, at the beginning of the year, raising many concerns about the company's rising monopoly in Finland. Due to its dominant position in the Finnish market, the payout percentages are somewhat lower than many international gaming groups, IL says. "
23.11.2017,"Thursday's papers: Rising anti-psychotic drug use by kids, uproar over child sex abuse verdict, rebranding Finland's famous baby box",https://yle.fi/uutiset/9944202,"Largest circulation daily Helsingin Sanomat’s city pages lead with a look at the growing use of antidepressant and anti-psychotic medication among young teens in Finland. The paper writes that these powerful drugs are being used to treat neuropsychological behavioural disorders such as depression and anxiety and that the number of children and teens being referred to psychiatric and specialty care is also on the rise. HS profiles the case of a 10-year-old girl who was exposed to a traumatic incident during an overseas trip when the family’s residence was burgled while she slept. According to the child’s mother, the trauma left the child in a state of fear and induced difficulty sleeping. The girl, now 13, was then subjected to bullying at school when she became withdrawn. The mother described how her daughter was immediately prescribed with anti-psychotic medication, quetiapine and risperidone, because of a 12-month waiting list to see a psychotherapist. According to the mother, denying the medication would have resulted in care officials notifying child welfare authorities. Leena Repokaari, head of paediatric psychiatry at the Helsinki University Hospital Hyks, said that what happened is not normal procedure. ""Patients are treated on the basis of an understanding with them and their parents and denying medication alone cannot be grounds for a child welfare complaint."" According to HS, over the past 10 years, the use of medication used to treat Attention Deficit Hyperactivity Disorder (ADHD) has surged in the Helsinki region as well as the entire country. Patients usually begin treatment between the ages of 7 and 10 and more boys than girls are prescribed the drugs. Medical professionals are also prescribing anti-psychotic and antidepressant medication to children and young adults more often. As children, more boys than girls receive anti-psychotic prescriptions, but usage of the drug increases significantly among both groups after the age of 13. Anti-psychotics are usually not recommended for these groups and many medications warn against their use in under 18-year-olds. Meanwhile tabloid daily Iltalehti looks at another issue affecting children. The paper’s online edition picks up the case of a 23-year-old asylum seeker man who was freed of rape charges for sexually assaulting a 10-year-old girl. A Pirkanmaa court did slap the accused with a three-year prison sentence for sexual abuse of the child which took place back in 2016, and an appeal court upheld the sentence. The case generated outrage when the lower court ruled that there was insufficient evidence that the child resisted the man’s advances. Meanwhile the appeal court also found that the victim was not powerless in the situation, and defined powerless as resulting from illness, a disability or a narcotic substance. IL writes that Criminal and Procedural Law Professor Matti Tolvanen challenged the courts' rulings, saying that the law does not consider the victim’s age and stage of development in evaluating powerlessness. Tolvanen noted that current laws define 16 as the age below which the rape of an under-18-year old is considered an aggravated offence, but does not consider the child’s age and level of development in determining how far the victim is capable of resisting sexual violence. He also referenced research showing that children aged 6 – 8 do not yet understand the nature of a sexual act. According to IL, as far as current legislation is concerned, a rape verdict requires violence or the threat of violence and this also applies to offences involving children. The paper notes that cases of sexual violence targeting children rarely result in a rape conviction, but mostly meet the criteria for sexual abuse or aggravated sexual abuse. Families are also in focus in the online edition of another tabloid, Ilta-Sanomat on Thursday. The paper runs a report on a spirited online discussion on the merits – and demerits – of a proposal by the national benefits agency Kela to change the name of Finland’s celebrated baby box. On Tuesday, the organisation invited suggestions from members of the public for the new moniker. In soliciting proposals, it posed the question, ""Does the name of the maternity kit discriminate against dads?"", although it stressed that it was not necessarily aiming for gender-neutrality, rather a more inclusive title. IS provided a summary of reader submissions and opinions on the issue, with the majority of comments dismissing the campaign as a waste of time and calling on the organisation to focus on more important matters. Others thought that perhaps it was time for a change, with many proposing ""baby kit"" or ""family pack"" as likely candidates. Inevitably some readers had a lighter take on the ideas put forward. ""If we want equality, in addition to dad kit, we should add 'accident kit' for those [babies] that arrive by accident,"" quipped one witty reader. ""How about the 'consequences of sex kit',"" came another rejoinder. ""Let’s put 'mustard machine kit' so Kela won’t have to continue with this,"" came one scatological comment. One deep thinker however, was of the view that the name ""family pack"" wouldn’t necessarily be an appropriate label. ""What do you mean 'family kit': Not all [expectant] mothers even have a family before the baby is born."""
15.1.2019,"Tuesday's papers: Finland's sexual abuse statistics, human rights talk in China",https://yle.fi/uutiset/10596457,"Finland's news media all carry distressing statistics this Tuesday, following police reports of aggravated sexual offenses allegedly committed by asylum seekers and recent migrants against minors in Oulu. Amid growing concern, daily Helsingin Sanomat publishes detailed figures from the National Police Board and Statistics Finland that show an increase in sexual attacks against minors since the year 2000. The number of cases reported that year was some 500, compared to nearly 1,700 in the worst year of 2011, many years before the steep rise in immigration. HS writes that the number of sexual offenses against minors grew last year, from some 1,200 to 1,400 reported cases. The severity of the charges has also risen; in 2000 some 15 percent of all sexual assault cases against minors were considered aggravated, whereas last year about a third of cases were prosecuted as aggravated. The majority of the perpetrators in all cases of sexual assault and rape that took place in Finland were Finnish natives, according to the paper. However, last year one-fifth of suspected perpetrators in cases against minors were foreign citizens and about one-third of suspects in all cases of rape were non-Finnish, according to HS. Police figures show that foreign suspects in cases of child abuse in Finland hailed mainly from Iraq, Afghanistan, Estonia and Iran. A large proportion of asylum seekers from Iraq and Afghanistan are young men, and 20-34-year-old people from Iraq were found to have committed 10 times more sexual offenses of some kind in 2017 than Finnish citizens of the same age. Accurate comparisons were not possible on Monday due to a lack of fresh information on the age of asylum seekers. A total of 48 Iraqi citizens were suspected of sexual abuse compared with 801 Finnish citizens in 2018, a HS graph shows. HS cites a Norwegian report that finds people seeking asylum due to crime in their countries of origin are more likely to be involved in crime in the country they move to. Immigrants who arrive because of work, studies or family are equally or even less likely than Finnish-born people to commit illegal acts, the study found. Researcher Martti Lehti from the University of Helsinki says in HS that asylum seekers are the most challenging group of people to help integrate into Finnish society. People seeking asylum are generally fleeing some form of violence or persecution. ""Asylum seekers tend to have less schooling than other groups, leading to a smaller chance of employment,"" Lehti says. ""Slow employment, again, feeds crime."" Meanwhile, tabloid Ilta-Sanomat writes that president Sauli Niinistö, who's on an official visit to China this week, used his time with Chinese president Xi Jinping on Monday to cover numerous issues face to face with China's leader. Among the issues discussed were China's human rights track record and ongoing controversial policy moves. Amid inspections of China's military and reminiscences about the 1952 Helsinki Olympics, Niinistö told IS he got in questions about the dozen or so Canadian nationals being held in custody by Beijing as well as the fate of hundreds of thousands of Muslim Uighurs, who are being actively oppressed and monitored by the Chinese government in the western Xinjiang region according to human rights advocacy groups. Niinistö was tight-lipped about the nature of his conversations with president Xi. ""We talked through all of it. We spoke for about an hour and the subject matter did not upset the host at all,"" Niinistö said. Niinistö also said in IS that he spoke with Xi about the relationship between the three major world powers – the US, China and Russia – and about tensions between North and South Korea. As for the ongoing trade dispute between the US and China, Niinistö's take was brief and non-committal. ""There's some sense of hope in the air, I suppose – at least nothing dark on the economic horizon. But let's not affect the stock market, now,"" Niinistö told the tabloid."
18.12.2012,Minister: Doctors should report child abuse,http://yle.fi/uutiset/6420747,"The minister says children are hurting
because of slow communication between authorities. According to Guzenina-Richardson, social workers
are confused regarding when they should report their hunches to the police and when such suspicions should be treated as confidential
information.  The move would require a legislative
change that is not drawing support from the Finnish Medical Association, which looks out for medical community interests. Under current law, physicians
are not required to report suspected offences to the police.  ""We should be able to swiftly help a child in distress. Every authority should be able to react,"" said the minister. But Heikki Pälve of the Finnish Medical Association says mandating doctors to
report suspicions directly to law enforcement does not ultimately serve children's interests. ""Parents would stop bringing their children to the
doctor because they would be afraid of being reported to the police. Now
doctors notify social workers who can often help families without involving the
police,"" he explained."
18.8.2011,Decline seen in childhood sexual abuse,http://yle.fi/uutiset/5408622,"Of these 18-23 year-olds, 2.5% related experiences of sexual abuse during childhood, while in older age groups the rate is between 3.7% and 5.1%. The study also found that the women were more likely to have been abused as children than the men. It also found that physical neglect and abuse, emotional neglect and abuse, parental substances abuse, and not growing up with both biological parents are risk factors associated with the likelihood of childhood sexual abuse. The findings are based the responses of 4,561 male and 8,361 female Finnish participants to a questionnaire, as well as questions regarding family structure. Researchers say that the results suggest that there is a real decline in the prevalence of childhood sexual abuse in Finland and it is associated with a simultaneous decline in factors associated with childhood sexual abuse. The study has been published in the international professional journal Child Abuse and Neglect."
1.9.2012,Child psychiatrist: Child abuse is a reality in Finland,http://yle.fi/uutiset/6278717,"Child psychiatrist
Jari Sinkkonen says that the case of the brutal death of an 8 year-old girl at
the hands of her father which recently came to light in Helsinki is not unique.
In an interview with Yle, Sinkkonen said that he knows of several similar cases
that have occurred over the years. ""It was not
all that long ago that a child was rescued at nearly the last minute. There was
a real threat of death. Now the child is doing well."" Sinkkonen says
that everyone should open their eyes to the fact that child abuse is a reality
in Finland. He related one of the more shocking cases he has come across. ""Two
children, 5 and 7, sometimes did not have enough to eat. They wet toilet paper
with lukewarm water and ate that. The children told the authorities and some of
their relatives and now their circumstances are good."" This child
psychiatrist places the burden of responsibility to prevent child abuse on
everyone. He wants to see a change in the culture of non-involvement and not
noticing. Child welfare in
the crossfire In the interview,
Sinkkonen also pointed out child welfare authorities are not infallible, and do
sometimes misevaluate situations. However, they are also stuck in a crossfire. ""They are
under immense pressure not to cause expenses by taking children into custody.
On the other hand there is the goal of preserving and keeping families
together, something that the media has pressed strongly for.""  Sinkkonen noted
that cases have been publicized in which families claim to have been treated
wrongly by unfeeling welfare authorities. ""The other
party hasn't been able to say anything. Many social workers have become
extremely cautious. Then they want to see positive signs and they become overly
optimistic. This is when misevaluations occur,"" says Jari Sinkkonen."
8.11.2011,Child abuse suspects arrested,http://yle.fi/uutiset/5449133,"All the victims are boys, and the youngest at the time of the alleged attacks was 11 years of age. The case refers to tens of cases that are alleged to have taken place between 2004 and 2011. Two cases involve aggravated child sexual abuse. The suspects are between 30 and 40 years old, and they were arrested in Kuopio, Tampere and Oulu. One is still in custody. The preliminary investigation turned up tens of thousands of images and hundreds of video recordings of child pornography. Some of them show violence against children. Police suspect that the accused also distributed pornography online. The case has now been passed to the prosecutor."
12.7.2012,Daily: Sharp increase in suspected child sexual abuse cases,http://yle.fi/uutiset/6214733,"Police say
there has been a significant rise in the number of reports of sexual abuse of
children, according to the daily Helsingin Sanomat.  According
to police data, there were twice as many reports of aggravated sexual crimes
against children during the first six months of this year as there were during
the same period last year. Between January and June this year, police recorded
121 such cases, compared to just 60 last year and 30 in 2010. Since the
beginning of the year, police have received 553 reports of other forms of
sexual abuse against children, the highest number in many years. Police
investing violence and sexual crimes told Helsingin Sanomat that reforms to two
pieces of Finnish legislation are behind the explosion of sexual abuse reports
involving children. In June 2011
legislators amended the criminal code to make sexual intercourse with a person
under the age of 16 an aggravated crime. Before the amendment, anyone found
guilty of having intercourse with a minor would have been sentenced for sexual
abuse of a minor, which is a lighter charge than aggravated sexual abuse. Later on in
December, amendments to child protection legislation came into force,
obligating social and health care workers as well as teachers to contact police
if they suspected that a minor was the victim of sexual crimes. Before the
amendment, it was sufficient to lodge a child protection notice with municipal
welfare officers, who would then handle the case. Police add
that the spike in cases could also be caused by an increase in internet-based
sexual crimes, where perpetrators may target multiple victims. The law
enforcers also believed that people have a lower threshold for reporting suspected
sexual crimes. The data
about sexual abuse of children are based on police statistics, and do not
reflect the number of criminal acts, perpetrators or victims because the method
of recording the crimes varies."
28.1.2010,Convicted Paedophiles Find Work With Children,http://yle.fi/uutiset/5499427,"""We have loopholes in the legislation which the working group is trying to patch,"" says Brax. ""There are also problems with the level of punishment... Punishment for sexual crimes against children is inconsistent and in part too lenient."" In many cases, normal background checks won't turn up a record of paedophilia crimes. The town of Pietarsaari, for example, was shocked this winter by case of a lay preacher who severely sexually abused children in his care. The Finnish Evangelical Lutheran Church, his employer, says that over the past few years they've learned of other cases as well. The Church does require a background check before employment. ""Official criminal records, as they are now, are probably not clear or stringent enough. For example they don't record crimes that were given conditional sentences,"" says Director of Family Services in the Office of the Church Council, Martti Esko. ""I think information about any conviction should be given to an employer."" 
""Less Serious"" Paedophile Convictions Hidden
 At the moment, conditional sentences older than five years won't show up on the criminal records given to potential employers. Neither will charges that only earned a fine. Most convictions for sexual child abuse that don't meet the requirements for aggravated charges are punished with suspended prison sentences. ""We need tighter laws in Finland. The rest of Europe has much stricter rules,"" says Maria Kaisa Aula, the Ombudsman for Children in Finland. ""Among other things they ban paedophiles from certain professions, which we don't do here in Finland."""
28.3.2010,Finnish Catholics React to Paedophilia Scandal,http://yle.fi/uutiset/5535961,"In an interview with YLE on Palm Sunday, the start of Holy Week, Tervaportti urges the media to take a broader outlook now that the Catholic Church has served as a “trailblazer” in the paedophilia controversy. “We in Finland hope that the Catholic Church would not be the only institution to be turned inside-out, and that the involvement of other institutions in similar cases would also be examined.” Tervaportti is also the editor of Fides, the publication of the Catholic Diocese in Finland. The latest edition, which appeared on Friday, focuses on the abuse scandal. Fides includes among its readers Finland’s approximately 10,800 Roman Catholics. 
Superfluous Repetition Criticised
 Tervaportti emphasised in the interview with YLE that in the opinion of the Church, the sexual abuse of children and young people is a horrifying act, which cannot be forgiven on the human level. He also says that it is important to bring the cases out into the public, and to investigate them. However, he thinks that there has been some overreach. “We are talking about less than one percent of all cases of abuse worldwide. Why is no attention paid to the other 99 percent?” He also says that the image put forward in the media that the Pope has been sweeping these matters under the rug is inaccurate. “I belong to a group of Catholics that feels that excessive harping on these matters by the media does not advance anything. It is not good for these victims, and in general, it brings nothing more than unnecessary repetition.” Teravaportti feels that the media has been roped into an effort to hurt the Church. The same applies to the statements given to the media by former and present victims of abuse. “Certainly there can be some good in their motivation, but unfortunately, part of it involves economic benefit. 
“Not All Abuse Is Paedophilia”
 Marko Tervaportti emphasises that the Catholic Church does not have any actual obligation to make any public statements on the matter. He notes that good and trustworthy priests also suffer from the constant attention to the subject. The Catholic Diocese in Finland has not learned of any cases of abuse in this country. Based on his close examination of Vatican statistics, Tervaportti concludes that not all cases of abuse in the church involve paedophilia; the Vatican says that only 10 percent of cases of abuse have targeted children. “Sixty percent of all of these abuse cases are, in the view of the Church, and according to statistics, based more on homosexuality than paedophilia, in the sense that they do not target little children, but young men.”"
28.1.2010,Paedophiles Still Getting Jobs near Children,http://yle.fi/uutiset/5499375,"Recent revelations in the west coast city of Pietersaari, that a Laestadian lay preacher had abused a number of children in recent decades, has sent shock waves through the Finnish Evangelical Lutheran Church. Matti Esko, director of family issues at the Office of the Church Council says that a couple of other cases have come out in recent years in which lay workers have sexually abused children. He notes that background checks do not turn up all cases, as criminal records only reveal convictions involving custodial sentences. At present, criminal records do not reveal past suspended sentences dating back more than five years. This means that some child abusers or paedophiles can slip through the cracks and get jobs in which they are in contact with children. “There would be a need to get tougher in Finland. There are much more severe arrangements in Europe, including bans on entering certain professions."" 
Changes In Store
 A working group at the Ministry of Justice is considering changes to legislation on paedophiles. A paper that is scheduled to come out in March or April is expected to propose tougher measures against adults using the internet to seduce children, as well as the inclusion of crimes of child abuse that have been punished with fines in a person’s official criminal record."
6.1.2011,Child Rapist Gets Six Years,http://yle.fi/uutiset/5302255,"The man sexually abused and raped several underage girls ranging in age from 12 to 16, sometimes drugging them. The defendant’s rape of two young girls in a private home was photographed by two other men who threatened to post the images online. These men were ordered to pay fines of 3,000 and 5,000 euros. The men plan to appeal the ruling. The court is not disclosing the locations of the crimes in an effort to protect the identity of the victims."
